1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Last Update,Year,Sub Region,BU,Cluster,Country,Category,Range,Campaign,Playb ID,MX ID,CDU Naming,Burst,Media,Media Subtype,PM Type,Initial Date,End Date,Duration (W),Duration (D),Initial Month (num),Initial Month,End Month,Total Budget,Q1,Q2,Q3,Q4,Budget Check,Total WOA,W Off Air,Total TRPs,Total R1+,Total R3+,NS vs WM,Medium vs Campaign Budget,Medium vs Range Buget,Campaign vs Range Budget,Campaign vs Category Budget,Range vs Category Budget,Count Unique Campaigns,Similarity Index,Bgt Unique Cmps,Count Similar Campaigns,Bgt Similar Cmp,Similarity Check,is Q1?,SIX excl Q1,Sum of Sim Campaign Budget,Biggest Budget for the Sim Cmpn (cluster),Country Flag,Lead Country,Media Lead,Country + BU,Category Leads,// Q1,// Q2,// Q3,// Q4,Sort Media Subtype,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Anti Age,Epigenetics,,,,2,Digital,PM & FF,PM Advanced,1-Jun-25,30-Aug-25,13,90,6,Jun,Aug, 164 ,, 90 , 74 ,, TRUE ,,,,,,,82%,82%,100%,31%,30.8%, -   , 0.25 , -   , 0.03 , 164.00 , 40.00 , Yes , 1.00 ,  , 530.00 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Anti Age,Epigenetics,,,,1,Digital,Influencers,Non PM,1-Feb-25,28-Feb-25,4,27,2,Feb,Feb, 36 , 36 ,,,, TRUE ,,,,,,,18%,18%,100%,31%,30.8%, -   , 0.25 , -   , 0.03 , 36.00 , 40.00 , Yes , 1.00 ,  , 530.00 ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Anti Age,Epigenetics,,,,2,Digital,Influencers,Non PM,1-Jun-25,30-Jun-25,4,29,6,Jun,Jun, 36 ,, 36 ,,, TRUE ,,,,,,,18%,18%,100%,31%,30.8%, -   , 0.25 , -   , 0.03 , 36.00 , 40.00 , Yes , 1.00 ,  , 530.00 ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Acne,Triple Effect,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 135 , 135 ,,,, TRUE ,,,,,,,90%,90%,100%,35%,34.6%, -   , 0.17 , -   , 0.03 , 135.00 , 27.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Acne,Triple Effect,,,,2,Digital,PM & FF,PM Advanced,1-May-25,30-Jul-25,13,90,5,May,Jul, 135 ,, 108 , 27 ,, TRUE ,,,,,,,90%,90%,100%,35%,34.6%, -   , 0.17 , -   , 0.03 , 135.00 , 27.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Acne,Triple Effect,,,,3,Digital,PM & FF,PM Advanced,1-Sep-25,30-Nov-25,13,90,9,Sep,Nov, 135 ,,, 74 , 61 , TRUE ,,,,,,,90%,90%,100%,35%,34.6%, -   , 0.17 , -   , 0.03 , 135.00 , 27.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Acne,Triple Effect,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Jan-25,4,29,1,Jan,Jan, 15 , 15 ,,,, TRUE ,,,,,,,10%,10%,100%,35%,34.6%, -   , 0.17 , -   , 0.03 , 15.00 , 27.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Acne,Triple Effect,,,,2,Digital,Influencers,Non PM,1-May-25,30-May-25,4,29,5,May,May, 15 ,, 15 ,,, TRUE ,,,,,,,10%,10%,100%,35%,34.6%, -   , 0.17 , -   , 0.03 , 15.00 , 27.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Face,Acne,Triple Effect,,,,3,Digital,Influencers,Non PM,1-Sep-25,30-Sep-25,4,29,9,Sep,Sep, 15 ,,, 15 ,, TRUE ,,,,,,,10%,10%,100%,35%,34.6%, -   , 0.17 , -   , 0.03 , 15.00 , 27.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , -   , 4 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Sun,Sun,Sun Range,,,,1,Digital,PM & FF,PM Advanced,1-Mar-25,30-May-25,13,90,3,Mar,May, 164 , 90 , 74 ,,, TRUE ,,,,,,,88%,88%,100%,100%,100.0%, -   , 0.33 , -   , 0.05 , 164.00 , 16.00 , No , 1.00 , 300.00 , 300.00 ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Sun,Sun,Sun Range,,,,2,Digital,PM & FF,PM Advanced,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec, 100 ,,,, 100 , TRUE ,,,,,,,88%,88%,100%,100%,100.0%, -   , 0.33 , -   , 0.05 , 100.00 , 16.00 , No , 1.00 , 300.00 , 300.00 ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Vietnam,Sun,Sun,Sun Range,,,,1,Digital,Influencers,Non PM,1-Mar-25,30-Mar-25,4,29,3,Mar,Mar, 36 , 36 ,,,, TRUE ,,,,,,,12%,12%,100%,100%,100.0%, -   , 0.33 , -   , 0.05 , 36.00 , 16.00 , No , 1.00 , 300.00 , 300.00 ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White Female,,,,,TV,Open TV,Non PM,1-Oct-24,30-Dec-24,13,90,10,Oct,Dec, 119 , -   , -   , -   , 119 , TRUE ,,," 1,493 ",86%,72%,,52%,36%,69%,26%,37.7%, 0.33 , 0.33 , 118.87 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White Female,,,,,TV,Paid TV,Non PM,1-Oct-24,30-Dec-24,13,90,10,Oct,Dec, 19 , -   , -   , -   , 19 , TRUE ,,, 415 ,50%,24%,,8%,20%,69%,26%,37.7%, 0.33 , 0.33 , 18.94 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White Female,,,,,Digital,PM & FF,Full Funnel Advanced,1-Oct-24,30-Dec-24,13,90,10,Oct,Dec, 90 , -   , -   , -   , 90 , TRUE ,,,,74%,,,39%,44%,69%,26%,37.7%, 0.33 , 0.33 , 89.72 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White Male,,,,,TV,Paid TV,Non PM,1-Oct-24,30-Dec-24,13,90,10,Oct,Dec, 45 , -   , -   , -   , 45 , TRUE ,,, 552 ,83%,72%,,45%,20%,31%,12%,37.7%, 0.33 , 0.50 , 45.41 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Black & White,Black & White Male,,,,,Digital,PM & FF,Full Funnel Advanced,1-Oct-24,30-Dec-24,13,90,10,Oct,Dec, 56 , -   , -   , -   , 56 , TRUE ,,,,68%,,,55%,44%,31%,12%,37.7%, 0.33 , 0.50 , 56.12 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Clinical,Clinical,,,,,TV,Open TV,Non PM,1-Aug-24,30-Oct-24,13,90,8,Aug,Oct, 162 , -   , -   , 108 , 54 , TRUE ,,," 2,144 ",87%,78%,,44%,44%,100%,42%,42.5%, -   , 0.33 , -   , 0.20 , 161.87 , 2.00 , No , 2.00 , 370.48 ," 1,716.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , -   , 1.00 , 1.00 , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Clinical,Clinical,,,,,TV,Paid TV,Non PM,1-Aug-24,30-Oct-24,13,90,8,Aug,Oct, 67 , -   , -   , 44 , 23 , TRUE ,,," 1,543 ",72%,54%,,18%,18%,100%,42%,42.5%, -   , 0.33 , -   , 0.20 , 66.87 , 2.00 , No , 2.00 , 370.48 ," 1,716.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , -   , 1.00 , 1.00 , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Clinical,Clinical,,,,,Digital,PM & FF,Full Funnel Advanced,1-Aug-24,30-Oct-24,13,90,8,Aug,Oct, 142 , -   , -   , 94 , 47 , TRUE ,,,,86%,,,38%,38%,100%,42%,42.5%, -   , 0.33 , -   , 0.20 , 141.74 , 2.00 , No , 2.00 , 370.48 ," 1,716.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , -   , 1.00 , 1.00 , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Pearl & Beauty,Pearl & Beauty,,,,,TV,Open TV,Non PM,1-Jan-24,25-Mar-24,12,84,1,Jan,Mar, 93 , 93 , -   , -   , -   , TRUE ,,," 1,140 ",81%,63%,,54%,54%,100%,20%,19.8%, 0.33 , 0.33 , 93.19 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Pearl & Beauty,Pearl & Beauty,,,,,TV,Paid TV,Non PM,1-Jan-24,25-Mar-24,12,84,1,Jan,Mar, 17 , 17 , -   , -   , -   , TRUE ,,, 513 ,73%,26%,,10%,10%,100%,20%,19.8%, 0.33 , 0.33 , 17.49 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Deo,Pearl & Beauty,Pearl & Beauty,,,,,Digital,PM & FF,Full Funnel Advanced,1-Jan-24,25-Mar-24,12,84,1,Jan,Mar, 62 , 62 , -   , -   , -   , TRUE ,,,,62%,,,36%,36%,100%,20%,19.8%, 0.33 , 0.33 , 61.86 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Cellular,Expert Lift,,,,,TV,Open TV,Non PM,1-Jan-24,20-May-24,20,140,1,Jan,May, 202 , 100 , 102 , -   , -   , TRUE ,,," 2,290 ",65%,51%,,49%,49%,100%,16%,15.5%, 0.33 , 0.33 , 201.79 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Cellular,Expert Lift,,,,,TV,Paid TV,Non PM,1-Jan-24,20-May-24,20,140,1,Jan,May, 29 , 18 , 11 , -   , -   , TRUE ,,, 649 ,32%,16%,,7%,7%,100%,16%,15.5%, 0.33 , 0.33 , 28.60 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Cellular,Expert Lift,,,,,Digital,PM & FF,Full Funnel Advanced,1-Jan-24,20-May-24,20,140,1,Jan,May, 179 , 111 , 67 , -   , -   , TRUE ,,,,,88%,,44%,44%,100%,16%,15.5%, 0.33 , 0.33 , 178.96 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,Orionis,,,,,TV,Open TV,Non PM,1-Jan-24,30-Dec-24,52,364,1,Jan,Dec, 700 , 134 , 201 , 145 , 221 , TRUE ,,," 8,142 ",85%,65%,,56%,56%,100%,47%,47.2%, -   , 0.33 , -   , 0.13 , 700.49 , 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,Orionis,,,,,TV,Paid TV,Non PM,1-Jan-24,30-Dec-24,52,364,1,Jan,Dec, 119 , 22 , 35 , 23 , 39 , TRUE ,,," 2,217 ",49%,42%,,10%,10%,100%,47%,47.2%, -   , 0.33 , -   , 0.13 , 118.96 , 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Luminous 630,Orionis,,,,,Digital,PM & FF,Full Funnel Advanced,1-Jan-24,30-Dec-24,52,364,1,Jan,Dec, 424 , 118 , 134 , 109 , 63 , TRUE ,,,,90%,,,34%,34%,100%,47%,47.2%, -   , 0.33 , -   , 0.13 , 424.11 , 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Rose Care,Petals,,,,,TV,Open TV,Non PM,1-Jun-24,26-Aug-24,12,86,6,Jun,Aug, 171 , -   , 55 , 116 , -   , TRUE ,,," 2,088 ",87%,78%,,34%,62%,100%,19%,10.4%, 0.33 , 0.20 , 171.16 , -   , -   , -   , No , 0.60 ,  , 503.34 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Rose Care,Petals,,,,,Digital,PM & FF,Full Funnel Advanced,1-Jun-24,26-Aug-24,12,86,6,Jun,Aug, 103 , -   , 43 , 60 , -   , TRUE ,,,,81%,,,20%,38%,100%,19%,10.4%, 0.33 , 0.20 , 103.09 , -   , -   , -   , No , 0.60 ,  , 503.34 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,Q10 Skin Diet ,,TV,Open TV,Non PM,1-Apr-24,30-Dec-24,39,273,4,Apr,Dec, 371 , -   , 130 , 119 , 122 , TRUE ,,," 4,711 ",85%,64%,,53%,53%,100%,27%,26.8%, 0.33 , 0.33 , 371.16 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , 1.00 , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,Q10 Skin Diet ,,TV,Paid TV,Non PM,1-Apr-24,30-Dec-24,39,273,4,Apr,Dec, 47 , -   , 15 , 16 , 17 , TRUE ,,, 965 ,45%,28%,,7%,7%,100%,27%,26.8%, 0.33 , 0.33 , 47.42 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , 1.00 , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,Q10 Skin Diet ,,Digital,PM & FF,Full Funnel Advanced,1-Apr-24,30-Dec-24,39,273,4,Apr,Dec, 287 , -   , 96 , 96 , 95 , TRUE ,,,,79%,,,41%,41%,100%,27%,26.8%, 0.33 , 0.33 , 287.22 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , 1.00 , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Micellar,Amino,,,,,TV,Open TV,Non PM,3-Jun-24,23-Aug-24,12,81,6,Jun,Aug, 153 , -   , -   , 153 , -   , TRUE ,,," 1,998 ",65%,45%,,50%,51%,51%,37%,72.3%, -   , 0.33 , -   , 0.17 , 152.54 , 3.00 , No , 2.00 , 303.01 ," 2,599.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , 1.00 , 1.00 , -   , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Micellar,Amino,,,,,TV,Paid TV,Non PM,3-Jun-24,23-Aug-24,12,81,6,Jun,Aug, 18 , -   , -   , 18 , -   , TRUE ,,, 386 ,21%,10%,,6%,6%,51%,37%,72.3%, -   , 0.33 , -   , 0.17 , 17.59 , 3.00 , No , 2.00 , 303.01 ," 2,599.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , 1.00 , 1.00 , -   , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Micellar,Amino,,,,,Digital,PM & FF,Full Funnel Advanced,3-Jun-24,23-Aug-24,12,81,6,Jun,Aug, 133 , -   , -   , 133 , -   , TRUE ,,,,55%,,,44%,42%,51%,37%,72.3%, -   , 0.33 , -   , 0.17 , 132.88 , 3.00 , No , 2.00 , 303.01 ," 2,599.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , 1.00 , 1.00 , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Micellar,Micellar Siri,,,,,TV,Open TV,Non PM,1-Oct-24,31-Dec-24,13,91,10,Oct,Dec, 154 , -   , -   , -   , 154 , TRUE ,,," 1,813 ",69%,47%,,52%,51%,49%,36%,72.3%, 0.33 , 0.33 , 154.19 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Micellar,Micellar Siri,,,,,TV,Paid TV,Non PM,1-Oct-24,31-Dec-24,13,91,10,Oct,Dec, 21 , -   , -   , -   , 21 , TRUE ,,, 401 ,24%,10%,,7%,6%,49%,36%,72.3%, 0.33 , 0.33 , 20.55 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Micellar,Micellar Siri,,,,,Digital,PM & FF,Full Funnel Advanced,1-Oct-24,31-Dec-24,13,91,10,Oct,Dec, 120 , -   , -   , -   , 120 , TRUE ,,,,55%,,,41%,42%,49%,36%,72.3%, 0.33 , 0.33 , 119.69 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Rose Care,Petals,,,,,TV,Open TV,Non PM,4-Mar-24,27-May-24,12,84,3,Mar,May, 97 , 41 , 56 , -   , -   , TRUE ,,," 1,115 ",81%,64%,,19%,43%,100%,61%,27.7%, -   , 0.20 , -   , 0.17 , 97.42 , 3.00 , No , 0.60 , 503.34 , 503.34 ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Rose Care,Petals,,,,,TV,Paid TV,Non PM,4-Mar-24,27-May-24,12,84,3,Mar,May, 18 , 4 , 14 , -   , -   , TRUE ,,, 367 ,59%,34%,,4%,8%,100%,61%,27.7%, -   , 0.20 , -   , 0.17 , 17.65 , 3.00 , No , 0.60 , 503.34 , 503.34 ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Face Cleansing,Rose Care,Petals,,,,,Digital,PM & FF,Full Funnel Advanced,4-Mar-24,27-May-24,12,84,3,Mar,May, 114 , 15 , 99 , -   , -   , TRUE ,,,,78%,,,23%,50%,100%,61%,27.7%, -   , 0.20 , -   , 0.17 , 114.02 , 3.00 , No , 0.60 , 503.34 , 503.34 ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Milk,Body Milk 5 in 1,,,,,TV,Open TV,Non PM,1-Apr-24,26-Aug-24,21,147,4,Apr,Aug, 237 , -   , 136 , 100 , -   , TRUE ,,," 2,843 ",89%,85%,,48%,48%,100%,24%,23.9%, -   , 0.33 , -   , 0.19 , 236.58 , 4.00 , No , 1.00 , 489.74 , 489.74 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Milk,Body Milk 5 in 1,,,,,TV,Paid TV,Non PM,1-Apr-24,26-Aug-24,21,147,4,Apr,Aug, 38 , -   , 23 , 16 , -   , TRUE ,,, 729 ,71%,44%,,8%,8%,100%,24%,23.9%, -   , 0.33 , -   , 0.19 , 38.46 , 4.00 , No , 1.00 , 489.74 , 489.74 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Milk,Body Milk 5 in 1,,,,,Digital,PM & FF,Full Funnel Advanced,1-Apr-24,26-Aug-24,21,147,4,Apr,Aug, 215 , -   , 118 , 97 , -   , TRUE ,,,,89%,,,44%,44%,100%,24%,23.9%, -   , 0.33 , -   , 0.19 , 214.70 , 4.00 , No , 1.00 , 489.74 , 489.74 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Crème,Crème,,,,,Digital,PM & FF,Full Funnel Advanced,1-Aug-24,30-Sep-24,9,60,8,Aug,Sep, 88 , -   , -   , 88 , -   , TRUE ,,,,77%,,,100%,100%,100%,4%,4.3%, -   , 1.00 , -   , 0.19 , 88.08 , 2.00 , No , 2.00 , 88.08 , 276.00 ,###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , -   , 1.00 , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Luminous 630,Polaris,,,,,TV,Open TV,Non PM,6-May-24,30-Jul-24,12,85,5,May,Jul, 334 , -   , 94 , 95 , 145 , TRUE ,,," 3,929 ",89%,86%,,48%,48%,100%,34%,34.1%, -   , 0.33 , -   , 0.19 , 333.75 , 4.00 , No , 2.00 , 700.01 ," 1,865.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , 1.00 , 1.00 , -   , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Luminous 630,Polaris,,,,,TV,Paid TV,Non PM,6-May-24,30-Jul-24,12,85,5,May,Jul, 54 , -   , 14 , 16 , 23 , TRUE ,,," 1,011 ",68%,40%,,8%,8%,100%,34%,34.1%, -   , 0.33 , -   , 0.19 , 54.00 , 4.00 , No , 2.00 , 700.01 ," 1,865.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , 1.00 , 1.00 , -   , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Luminous 630,Polaris,,,,,Digital,PM & FF,Full Funnel Advanced,6-May-24,30-Jul-24,12,85,5,May,Jul, 312 , -   , 91 , 59 , 163 , TRUE ,,,,90%,,,45%,45%,100%,34%,34.1%, -   , 0.33 , -   , 0.19 , 312.25 , 4.00 , No , 2.00 , 700.01 ," 1,865.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , 1.00 , 1.00 , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Q10,Q10 Body,,,,,TV,Open TV,Non PM,1-Jan-24,30-Dec-24,52,364,1,Jan,Dec, 331 , 157 , 31 , -   , 143 , TRUE ,,," 4,194 ",89%,87%,,51%,51%,100%,31%,31.3%, 0.33 , 0.33 , 330.62 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 2 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Q10,Q10 Body,,,,,TV,Paid TV,Non PM,1-Jan-24,30-Dec-24,52,364,1,Jan,Dec, 40 , 17 , -   , -   , 23 , TRUE ,,, 891 ,84%,47%,,6%,6%,100%,31%,31.3%, 0.33 , 0.33 , 40.14 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 3 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Q10,Q10 Body,,,,,Digital,PM & FF,Full Funnel Advanced,1-Jan-24,30-Dec-24,52,364,1,Jan,Dec, 273 , 110 , 38 , -   , 124 , TRUE ,,,,90%,,,42%,42%,100%,31%,31.3%, 0.33 , 0.33 , 272.61 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Chile,Hand Body,Repair & Care,Repair & Care,,,,,Digital,PM & FF,Full Funnel Advanced,1-Jul-24,30-Sep-24,13,91,7,Jul,Sep, 132 , -   , -   , 132 , -   , TRUE ,,,,85%,,,100%,100%,100%,6%,6.4%, -   , 1.00 , -   , 0.19 , 131.66 , 3.00 , No , 2.00 , 131.66 ," 3,051.00 ",###############################################################################################################################################################################################################################################################, Mexico , Emlia Reyes , Mexico Nivea , Sandra Melendez , -   , -   , 1.00 , -   , 1 ,
, FC06 2024 ,2024,LATAM,Nivea,LATAM,Mexico,Deo,Black & White,Black & White,EM033,,,1,TV,Open TV,Non PM,1-Apr-24,8-Jul-24,14,98,4,Apr,Jul," 1,003 ",, 749 , 254 ,, TRUE ,,, 980 ,65%,60%,,45%,45%,100%,24%,23.9%, 0.33 , 0.50 ," 1,003.00 ", -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 2 ,
